,season,team,number,name
697,2018,WAS,8,Sam Dekker
698,2018,WAS,32,Jeff Green
699,2018,WAS,21,Dwight Howard
700,2018,WAS,20,John Jenkins
701,2018,WAS,4,Wesley Johnson
702,2018,WAS,28,Ian Mahinmi
703,2018,WAS,52,Jordan McRae
704,2018,WAS,5,Markieff Morris
705,2018,WAS,12,Kelly Oubre
706,2018,WAS,12,Jabari Parker
707,2018,WAS,4,Gary Payton
708,2018,WAS,22,Otto Porter
709,2018,WAS,5,Bobby Portis
710,2018,WAS,9,Chasson Randle
711,2018,WAS,1,Austin Rivers
712,2018,WAS,7,Devin Robinson
713,2018,WAS,31,Tomáš Satoranský
714,2018,WAS,14,Jason Smith
715,2018,WAS,2,John Wall
716,2018,WAS,15,Okaro White
717,2018,ATL,10,Jaylen Adams
718,2018,ATL,1,Justin Anderson
719,2018,ATL,24,Kent Bazemore
720,2018,ATL,95,DeAndre' Bembry
721,2018,ATL,15,Vince Carter
722,2018,ATL,20,John Collins
723,2018,ATL,4,Deyonta Davis
724,2018,ATL,14,Dewayne Dedmon
725,2018,ATL,2,Tyler Dorsey
726,2018,ATL,5,Daniel Hamilton
727,2018,ATL,3,Kevin Huerter
728,2018,ATL,8,Isaac Humphries
729,2018,ATL,5,B.J. Johnson
730,2018,ATL,25,Alex Len
731,2018,ATL,7,Jeremy Lin
732,2018,ATL,18,Miles Plumlee
733,2018,ATL,22,Alex Poythress
734,2018,ATL,8,Jordan Sibert
735,2018,ATL,6,Omari Spellman
736,2018,ATL,12,Taurean Waller-Prince
737,2018,ATL,11,Trae Young
738,2018,ATL,45,Tyler Zeller
739,2018,CHI,20,Rawle Alkins
740,2018,CHI,51,Ryan Arcidiacono
741,2018,CHI,9,Antonio Blakeney
742,2018,CHI,34,Wendell Carter
743,2018,CHI,32,Kris Dunn
744,2018,CHI,6,Cristiano Felício
745,2018,CHI,3,Shaquille Harrison
746,2018,CHI,7,Justin Holiday
747,2018,CHI,15,Chandler Hutchison
748,2018,CHI,8,Zach LaVine
749,2018,CHI,25,Walt Lemon
750,2018,CHI,42,Robin Lopez
751,2018,CHI,7,Timothé Luwawu-Cabarrot
752,2018,CHI,24,Lauri Markkanen
753,2018,CHI,2,Jabari Parker
754,2018,CHI,22,Cameron Payne
755,2018,CHI,22,Otto Porter
756,2018,CHI,5,Bobby Portis
757,2018,CHI,44,Brandon Sampson
758,2018,CHI,41,JaKarr Sampson
759,2018,CHI,14,Wayne Selden
760,2018,CHI,0,Tyler Ulis
761,2018,CLE,32,Deng Adel
762,2018,CLE,4,Jaron Blossomgame
763,2018,CLE,10,Alec Burks
764,2018,CLE,3,Marquese Chriss
765,2018,CLE,8,Jordan Clarkson
766,2018,CLE,15,Sam Dekker
767,2018,CLE,18,Matthew Dellavedova
768,2018,CLE,9,Channing Frye
769,2018,CLE,55,Andrew Harrison
770,2018,CLE,3,George Hill
771,2018,CLE,10,John Holland
772,2018,CLE,1,Rodney Hood
773,2018,CLE,21,Jalen Jones
774,2018,CLE,20,Brandon Knight
775,2018,CLE,26,Kyle Korver
776,2018,CLE,0,Kevin Love
777,2018,CLE,3,Patrick McCaw
778,2018,CLE,22,Larry Nance
779,2018,CLE,12,David Nwaba
780,2018,CLE,16,Cedi Osman
781,2018,CLE,3,Cameron Payne
782,2018,CLE,2,Collin Sexton
783,2018,CLE,3,Kobi Simmons
784,2018,CLE,5,J.R. Smith
785,2018,CLE,1,Nik Stauskas
786,2018,CLE,13,Tristan Thompson
787,2018,CLE,41,Ante Žižić
788,2018,NYK,0,Kadeem Allen
789,2018,NYK,31,Ron Baker
790,2018,NYK,23,Trey Burke
791,2018,NYK,21,Damyean Dotson
792,2018,NYK,13,Henry Ellenson
793,2018,NYK,3,Billy Garrett
794,2018,NYK,3,Tim Hardaway
795,2018,NYK,8,Mario Hezonja
796,2018,NYK,4,Isaiah Hicks
797,2018,NYK,30,John Jenkins
798,2018,NYK,6,DeAndre Jordan
799,2018,NYK,00,Enes Kanter
800,2018,NYK,20,Kevin Knox
801,2018,NYK,2,Luke Kornet
802,2018,NYK,5,Courtney Lee
803,2018,NYK,23,Wesley Matthews
804,2018,NYK,1,Emmanuel Mudiay
805,2018,NYK,11,Frank Ntilikina
806,2018,NYK,26,Mitchell Robinson
807,2018,NYK,5,Dennis Smith
808,2018,NYK,42,Lance Thomas
809,2018,NYK,14,Allonzo Trier
810,2018,NYK,32,Noah Vonleh
811,2018,GSW,2,Jordan Bell
812,2018,GSW,12,Andrew Bogut
813,2018,GSW,4,Quinn Cook
814,2018,GSW,0,DeMarcus Cousins
815,2018,GSW,30,Stephen Curry
816,2018,GSW,32,Marcus Derrickson
817,2018,GSW,35,Kevin Durant
818,2018,GSW,10,Jacob Evans
819,2018,GSW,23,Draymond Green
820,2018,GSW,9,Andre Iguodala
821,2018,GSW,21,Jonas Jerebko
822,2018,GSW,15,Damian Jones
823,2018,GSW,1,Damion Lee
824,2018,GSW,34,Shaun Livingston
825,2018,GSW,5,Kevon Looney
826,2018,GSW,28,Alfonzo McKinnie
827,2018,GSW,11,Klay Thompson
828,2018,DEN,23,DeVaughn Akoon-Purcell
829,2018,DEN,5,Will Barton
830,2018,DEN,25,Malik Beasley
831,2018,DEN,3,Torrey Craig
832,2018,DEN,6,Brandon Goodwin
833,2018,DEN,14,Gary Harris
834,2018,DEN,41,Juan Hernangómez
835,2018,DEN,15,Nikola Jokić
836,2018,DEN,20,Tyler Lydon
837,2018,DEN,7,Trey Lyles
838,2018,DEN,4,Paul Millsap
839,2018,DEN,11,Monte Morris
840,2018,DEN,27,Jamal Murray
841,2018,DEN,24,Mason Plumlee
842,2018,DEN,0,Isaiah Thomas
843,2018,DEN,8,Jarred Vanderbilt
844,2018,DEN,45,Thomas Welsh
845,2018,DEN,34,Nick Young
846,2018,POR,8,Al-Farouq Aminu
847,2018,POR,2,Wade Baldwin
848,2018,POR,33,Zach Collins
849,2018,POR,31,Seth Curry
850,2018,POR,4,Maurice Harkless
851,2018,POR,5,Rodney Hood
852,2018,POR,00,Enes Kanter
853,2018,POR,17,Skal Labissière
854,2018,POR,10,Jake Layman
855,2018,POR,11,Meyers Leonard
856,2018,POR,0,Damian Lillard
857,2018,POR,3,CJ McCollum
858,2018,POR,27,Jusuf Nurkić
859,2018,POR,24,Anfernee Simons
860,2018,POR,6,Nik Stauskas
861,2018,POR,50,Caleb Swanigan
862,2018,POR,9,Gary Trent
863,2018,POR,1,Evan Turner
864,2018,HOU,7,Carmelo Anthony
865,2018,HOU,15,Clint Capela
866,2018,HOU,1,Michael Carter-Williams
867,2018,HOU,2,Chris Chiozza
868,2018,HOU,0,Marquese Chriss
869,2018,HOU,6,Gary Clark
870,2018,HOU,12,Vince Edwards
871,2018,HOU,8,James Ennis
872,2018,HOU,35,Kenneth Faried
873,2018,HOU,10,Eric Gordon
874,2018,HOU,14,Gerald Green
875,2018,HOU,13,James Harden
876,2018,HOU,55,Isaiah Hartenstein
877,2018,HOU,42,Nenê Hilário
878,2018,HOU,4,Danuel House
879,2018,HOU,9,Terrence Jones
880,2018,HOU,2,Brandon Knight
881,2018,HOU,21,James Nunnally
882,2018,HOU,3,Chris Paul
883,2018,HOU,9,Zhou Qi
884,2018,HOU,25,Austin Rivers
885,2018,HOU,1,Iman Shumpert
886,2018,HOU,17,P.J. Tucker
887,2018,UTA,24,Grayson Allen
888,2018,UTA,13,Tony Bradley
889,2018,UTA,10,Alec Burks
890,2018,UTA,34,Tyler Cavanaugh
891,2018,UTA,99,Jae Crowder
892,2018,UTA,11,Dante Exum
893,2018,UTA,15,Derrick Favors
894,2018,UTA,27,Rudy Gobert
895,2018,UTA,2,Joe Ingles
896,2018,UTA,26,Kyle Korver
897,2018,UTA,45,Donovan Mitchell
898,2018,UTA,30,Naz Mitrou-Long
899,2018,UTA,25,Raul Neto
900,2018,UTA,31,Georges Niang
901,2018,UTA,23,Royce O'Neale
902,2018,UTA,3,Ricky Rubio
903,2018,UTA,22,Thabo Sefolosha
904,2018,UTA,33,Ekpe Udoh
905,2018,OKC,8,Álex Abrines
906,2018,OKC,12,Steven Adams
907,2018,OKC,30,Deonte Burton
908,2018,OKC,34,Tyler Davis
909,2018,OKC,6,Hamidou Diallo
910,2018,OKC,8,Jawun Evans
911,2018,OKC,2,Raymond Felton
912,2018,OKC,23,Terrance Ferguson
913,2018,OKC,13,Paul George
914,2018,OKC,9,Jerami Grant
915,2018,OKC,15,Donte Grantham
916,2018,OKC,7,Timothé Luwawu-Cabarrot
917,2018,OKC,5,Markieff Morris
918,2018,OKC,11,Abdel Nader
919,2018,OKC,3,Nerlens Noel
920,2018,OKC,54,Patrick Patterson
921,2018,OKC,17,Dennis Schröder
922,2018,OKC,0,Russell Westbrook
923,2018,SAS,12,LaMarcus Aldridge
924,2018,SAS,18,Marco Belinelli
925,2018,SAS,42,Dāvis Bertāns
926,2018,SAS,33,Dante Cunningham
927,2018,SAS,10,DeMar DeRozan
928,2018,SAS,14,Drew Eubanks
929,2018,SAS,11,Bryn Forbes
930,2018,SAS,16,Pau Gasol
931,2018,SAS,22,Rudy Gay
932,2018,SAS,7,Chimezie Metu
933,2018,SAS,8,Patty Mills
934,2018,SAS,28,Donatas Motiejūnas
935,2018,SAS,25,Jakob Poeltl
936,2018,SAS,3,Quincy Pondexter
937,2018,SAS,1,Lonnie Walker
938,2018,SAS,4,Derrick White
939,2018,LAC,21,Patrick Beverley
940,2018,LAC,11,Avery Bradley
941,2018,LAC,22,Wilson Chandler
942,2018,LAC,31,Ángel Delgado
943,2018,LAC,8,Danilo Gallinari
944,2018,LAC,2,Shai Gilgeous-Alexander
945,2018,LAC,13,Marcin Gortat
946,2018,LAC,4,JaMychal Green
947,2018,LAC,5,Montrezl Harrell
948,2018,LAC,34,Tobias Harris
949,2018,LAC,51,Boban Marjanović
950,2018,LAC,12,Luc Mbah a Moute
951,2018,LAC,15,Johnathan Motley
952,2018,LAC,10,Jerome Robinson
953,2018,LAC,30,Mike Scott
954,2018,LAC,20,Landry Shamet
955,2018,LAC,17,Garrett Temple
956,2018,LAC,4,Miloš Teodosić
957,2018,LAC,0,Sindarius Thornwell
958,2018,LAC,9,Tyrone Wallace
959,2018,LAC,23,Lou Williams
960,2018,LAC,40,Ivica Zubac
961,2018,SAC,35,Marvin Bagley
962,2018,SAC,40,Harrison Barnes
963,2018,SAC,88,Nemanja Bjelica
964,2018,SAC,8,Bogdan Bogdanović
965,2018,SAC,33,Corey Brewer
966,2018,SAC,13,Alec Burks
967,2018,SAC,00,Willie Cauley-Stein
968,2018,SAC,3,Yogi Ferrell
969,2018,SAC,5,De'Aaron Fox
970,2018,SAC,20,Harry Giles
971,2018,SAC,24,Buddy Hield
972,2018,SAC,25,Justin Jackson
973,2018,SAC,9,B.J. Johnson
974,2018,SAC,41,Kosta Koufos
975,2018,SAC,7,Skal Labissière
976,2018,SAC,10,Frank Mason
977,2018,SAC,23,Ben McLemore
978,2018,SAC,9,Iman Shumpert
979,2018,SAC,50,Caleb Swanigan
980,2018,SAC,19,Troy Williams
981,2018,LAL,2,Lonzo Ball
982,2018,LAL,11,Michael Beasley
983,2018,LAL,17,Isaac Bonga
984,2018,LAL,35,Reggie Bullock
985,2018,LAL,1,Kentavious Caldwell-Pope
986,2018,LAL,4,Alex Caruso
987,2018,LAL,5,Tyson Chandler
988,2018,LAL,3,Josh Hart
989,2018,LAL,20,Andre Ingram
990,2018,LAL,14,Brandon Ingram
991,2018,LAL,23,LeBron James
992,2018,LAL,10,Jemerrio Jones
993,2018,LAL,0,Kyle Kuzma
994,2018,LAL,10,Scott Machado
995,2018,LAL,7,JaVale McGee
996,2018,LAL,31,Mike Muscala
997,2018,LAL,10,Sviatoslav Mykhailiuk
998,2018,LAL,9,Rajon Rondo
999,2018,LAL,6,Lance Stephenson
1000,2018,LAL,15,Moritz Wagner
1001,2018,LAL,19,Johnathan Williams
1002,2018,LAL,40,Ivica Zubac
1003,2018,MIN,31,Keita Bates-Diop
1004,2018,MIN,8,Jerryd Bayless
1005,2018,MIN,23,Jimmy Butler
1006,2018,MIN,7,Isaiah Canaan
1007,2018,MIN,33,Robert Covington
1008,2018,MIN,55,Mitch Creek
1009,2018,MIN,9,Luol Deng
1010,2018,MIN,5,Gorgui Dieng
1011,2018,MIN,67,Taj Gibson
1012,2018,MIN,1,Tyus Jones
1013,2018,MIN,7,James Nunnally
1014,2018,MIN,20,Josh Okogie
1015,2018,MIN,13,Cameron Reynolds
1016,2018,MIN,25,Derrick Rose
1017,2018,MIN,36,Dario Šarić
1018,2018,MIN,0,Jeff Teague
1019,2018,MIN,3,Jared Terrell
1020,2018,MIN,43,Anthony Tolliver
1021,2018,MIN,32,Karl-Anthony Towns
1022,2018,MIN,22,Andrew Wiggins
1023,2018,MIN,12,C.J. Williams
1024,2018,MEM,1,Kyle Anderson
1025,2018,MEM,0,Avery Bradley
1026,2018,MEM,24,Dillon Brooks
1027,2018,MEM,8,MarShon Brooks
1028,2018,MEM,5,Bruno Caboclo
1029,2018,MEM,3,Jevon Carter
1030,2018,MEM,18,Omri Casspi
1031,2018,MEM,11,Mike Conley
1032,2018,MEM,22,Tyler Dorsey
1033,2018,MEM,33,Marc Gasol
1034,2018,MEM,0,JaMychal Green
1035,2018,MEM,8,Dusty Hannahs
1036,2018,MEM,5,Andrew Harrison
1037,2018,MEM,7,Justin Holiday
1038,2018,MEM,13,Jaren Jackson
1039,2018,MEM,6,Shelvin Mack
1040,2018,MEM,6,C.J. Miles
1041,2018,MEM,55,Joakim Noah
1042,2018,MEM,25,Chandler Parsons
1043,2018,MEM,10,Ivan Rabb
1044,2018,MEM,7,Wayne Selden
1045,2018,MEM,20,D.J. Stephens
1046,2018,MEM,17,Garrett Temple
1047,2018,MEM,17,Jonas Valančiūnas
1048,2018,MEM,4,Julian Washburn
1049,2018,MEM,12,Yuta Watanabe
1050,2018,MEM,2,Delon Wright
1051,2018,MEM,45,Tyler Zeller
1052,2018,NOP,9,Dairis Bertāns
1053,2018,NOP,2,Ian Clark
1054,2018,NOP,23,Anthony Davis
1055,2018,NOP,13,Cheick Diallo
1056,2018,NOP,10,Tim Frazier
1057,2018,NOP,1,Andrew Harrison
1058,2018,NOP,44,Solomon Hill
1059,2018,NOP,11,Jrue Holiday
1060,2018,NOP,15,Frank Jackson
1061,2018,NOP,3,Stanley Johnson
1062,2018,NOP,33,Wesley Johnson
1063,2018,NOP,21,Darius Miller
1064,2018,NOP,3,Nikola Mirotić
1065,2018,NOP,55,E'Twaun Moore
1066,2018,NOP,8,Jahlil Okafor
1067,2018,NOP,4,Elfrid Payton
1068,2018,NOP,30,Julius Randle
1069,2018,NOP,14,Jason Smith
1070,2018,NOP,34,Kenrich Williams
1071,2018,NOP,35,Christian Wood
1072,2018,DAL,37,Kostas Antetokounmpo
1073,2018,DAL,5,J.J. Barea
1074,2018,DAL,40,Harrison Barnes
1075,2018,DAL,45,Ryan Broekhoff
1076,2018,DAL,13,Jalen Brunson
1077,2018,DAL,23,Trey Burke
1078,2018,DAL,77,Luka Dončić
1079,2018,DAL,10,Dorian Finney-Smith
1080,2018,DAL,11,Tim Hardaway
1081,2018,DAL,34,Devin Harris
1082,2018,DAL,44,Justin Jackson
1083,2018,DAL,6,DeAndre Jordan
1084,2018,DAL,42,Maxi Kleber
1085,2018,DAL,1,Courtney Lee
1086,2018,DAL,3,Daryl Macon
1087,2018,DAL,23,Wesley Matthews
1088,2018,DAL,50,Salah Mejri
1089,2018,DAL,41,Dirk Nowitzki
1090,2018,DAL,7,Dwight Powell
1091,2018,DAL,1,Dennis Smith
1092,2018,DAL,26,Ray Spalding
1093,2018,PHO,4,Quincy Acy
1094,2018,PHO,15,Ryan Anderson
1095,2018,PHO,3,Trevor Ariza
1096,2018,PHO,22,Deandre Ayton
1097,2018,PHO,35,Dragan Bender
1098,2018,PHO,1,Devin Booker
1099,2018,PHO,25,Mikal Bridges
1100,2018,PHO,0,Isaiah Canaan
1101,2018,PHO,4,Tyson Chandler
1102,2018,PHO,11,Jamal Crawford
1103,2018,PHO,30,Troy Daniels
1104,2018,PHO,0,Jawun Evans
1105,2018,PHO,32,Jimmer Fredette
1106,2018,PHO,21,Richaun Holmes
1107,2018,PHO,20,Josh Jackson
1108,2018,PHO,16,Tyler Johnson
1109,2018,PHO,8,George King
1110,2018,PHO,14,De'Anthony Melton
1111,2018,PHO,23,Eric Moreland
1112,2018,PHO,2,Elie Okobo
1113,2018,PHO,3,Kelly Oubre
1114,2018,PHO,26,Ray Spalding
1115,2018,PHO,10,Emanuel Terry
1116,2018,PHO,12,T.J. Warren
1117,2017,TOR,3,OG Anunoby
1118,2017,TOR,4,Lorenzo Brown
1119,2017,TOR,5,Bruno Caboclo
1120,2017,TOR,10,DeMar DeRozan
1121,2017,TOR,2,Nigel Hayes
1122,2017,TOR,9,Serge Ibaka
1123,2017,TOR,7,Kyle Lowry
1124,2017,TOR,34,Alfonzo McKinnie
1125,2017,TOR,0,C.J. Miles
1126,2017,TOR,13,Malcolm Miller
1127,2017,TOR,92,Lucas Nogueira
1128,2017,TOR,42,Jakob Poeltl
1129,2017,TOR,24,Norman Powell
1130,2017,TOR,22,Malachi Richardson
1131,2017,TOR,43,Pascal Siakam
1132,2017,TOR,17,Jonas Valančiūnas
1133,2017,TOR,23,Fred VanVleet
1134,2017,TOR,55,Delon Wright
1135,2017,BOS,45,Kadeem Allen
1136,2017,BOS,46,Aron Baynes
1137,2017,BOS,26,Jabari Bird
1138,2017,BOS,7,Jaylen Brown
1139,2017,BOS,9,Jarell Eddie
1140,2017,BOS,60,Jonathan Gibson
1141,2017,BOS,20,Gordon Hayward
1142,2017,BOS,42,Al Horford
1143,2017,BOS,11,Kyrie Irving
1144,2017,BOS,8,Shane Larkin
1145,2017,BOS,55,Greg Monroe
1146,2017,BOS,13,Marcus Morris
1147,2017,BOS,28,Abdel Nader
1148,2017,BOS,37,Semi Ojeleye
1149,2017,BOS,12,Terry Rozier
1150,2017,BOS,9,Xavier Silas
1151,2017,BOS,36,Marcus Smart
1152,2017,BOS,0,Jayson Tatum
1153,2017,BOS,27,Daniel Theis
1154,2017,BOS,30,Guerschon Yabusele
1155,2017,PHI,1,Justin Anderson
1156,2017,PHI,0,Jerryd Bayless
1157,2017,PHI,18,Marco Belinelli
1158,2017,PHI,35,Trevor Booker
1159,2017,PHI,33,Robert Covington
1160,2017,PHI,27,Larry Drew
1161,2017,PHI,21,Joel Embiid
1162,2017,PHI,20,Markelle Fultz
1163,2017,PHI,22,Richaun Holmes
1164,2017,PHI,23,Ersan İlyasova
1165,2017,PHI,11,Demetrius Jackson
1166,2017,PHI,5,Amir Johnson
1167,2017,PHI,30,Furkan Korkmaz
1168,2017,PHI,7,Timothé Luwawu-Cabarrot
1169,2017,PHI,14,James Michael McAdoo
1170,2017,PHI,12,T.J. McConnell
1171,2017,PHI,8,Jahlil Okafor
1172,2017,PHI,00,Jacob Pullen
1173,2017,PHI,17,J.J. Redick
1174,2017,PHI,9,Dario Šarić
1175,2017,PHI,25,Ben Simmons
1176,2017,PHI,11,Nik Stauskas
1177,2017,PHI,8,James Young
1178,2017,CLE,81,José Calderón
1179,2017,CLE,8,Jordan Clarkson
1180,2017,CLE,99,Jae Crowder
1181,2017,CLE,8,Channing Frye
1182,2017,CLE,32,Jeff Green
1183,2017,CLE,3,George Hill
1184,2017,CLE,10,John Holland
1185,2017,CLE,1,Rodney Hood
1186,2017,CLE,23,LeBron James
1187,2017,CLE,26,Kyle Korver
1188,2017,CLE,0,Kevin Love
1189,2017,CLE,22-24,Larry Nance
1190,2017,CLE,16,Cedi Osman
1191,2017,CLE,21,Kendrick Perkins
1192,2017,CLE,15,London Perrantes
1193,2017,CLE,1,Derrick Rose
1194,2017,CLE,4,Iman Shumpert
1195,2017,CLE,5,J.R. Smith
1196,2017,CLE,3,Isaiah Thomas
1197,2017,CLE,13,Tristan Thompson
1198,2017,CLE,9,Dwyane Wade
1199,2017,CLE,41,Ante Žižić
1200,2017,IND,13,Ike Anigbogu
1201,2017,IND,44,Bojan Bogdanović
1202,2017,IND,20,Trevor Booker
1203,2017,IND,2,Darren Collison
1204,2017,IND,25,Al Jefferson
1205,2017,IND,6,Cory Joseph
1206,2017,IND,22,T.J. Leaf
1207,2017,IND,10,Trey McKinney-Jones
1208,2017,IND,26,Ben Moore
1209,2017,IND,4,Victor Oladipo
1210,2017,IND,0,Alex Poythress
1211,2017,IND,40,Glenn Robinson
1212,2017,IND,11,Domantas Sabonis
1213,2017,IND,1,Lance Stephenson
1214,2017,IND,5,Edmond Sumner
1215,2017,IND,33,Myles Turner
1216,2017,IND,12,Damien Wilkins
1217,2017,IND,3,Joe Young
1218,2017,IND,21,Thaddeus Young
1219,2017,MIA,13,Bam Adebayo
1220,2017,MIA,22,Luke Babbitt
1221,2017,MIA,7,Goran Dragić
1222,2017,MIA,2,Wayne Ellington
1223,2017,MIA,40,Udonis Haslem
1224,2017,MIA,16,James Johnson
1225,2017,MIA,8,Tyler Johnson
1226,2017,MIA,5,Derrick Jones
1227,2017,MIA,17,Rodney McGruder
1228,2017,MIA,25,Jordan Mickey
1229,2017,MIA,9,Kelly Olynyk
1230,2017,MIA,0,Josh Richardson
1231,2017,MIA,3,Dwyane Wade
1232,2017,MIA,11,Dion Waiters
1233,2017,MIA,14,Derrick Walton
1234,2017,MIA,15,Okaro White
1235,2017,MIA,21,Hassan Whiteside
1236,2017,MIA,12,Matt Williams
1237,2017,MIA,20,Justise Winslow
1238,2017,MIL,34,Giannis Antetokounmpo
1239,2017,MIL,6,Eric Bledsoe
1240,2017,MIL,24,Joel Bolomboy
1241,2017,MIL,13,Malcolm Brogdon
1242,2017,MIL,23,Sterling Brown
1243,2017,MIL,8,Matthew Dellavedova
1244,2017,MIL,31,John Henson
1245,2017,MIL,11,Brandon Jennings
1246,2017,MIL,9,Sean Kilpatrick
1247,2017,MIL,25,DeAndre Liggins
1248,2017,MIL,7,Thon Maker
1249,2017,MIL,22,Khris Middleton
1250,2017,MIL,15,Greg Monroe
1251,2017,MIL,15,Shabazz Muhammad
1252,2017,MIL,0,Xavier Munford
1253,2017,MIL,12,Jabari Parker
1254,2017,MIL,0,Gary Payton
1255,2017,MIL,40,Marshall Plumlee
1256,2017,MIL,21,Tony Snell
1257,2017,MIL,35,Mirza Teletović
1258,2017,MIL,3,Jason Terry
1259,2017,MIL,20,Rashad Vaughn
1260,2017,MIL,5,D.J. Wilson
1261,2017,MIL,44,Tyler Zeller
1262,2017,WAS,3,Bradley Beal
1263,2017,WAS,8,Tim Frazier
1264,2017,WAS,13,Marcin Gortat
1265,2017,WAS,4,Ty Lawson
1266,2017,WAS,28,Ian Mahinmi
1267,2017,WAS,1,Chris McCullough
1268,2017,WAS,20,Jodie Meeks
1269,2017,WAS,5,Markieff Morris
1270,2017,WAS,12,Kelly Oubre
1271,2017,WAS,22,Otto Porter
1272,2017,WAS,7,Devin Robinson
1273,2017,WAS,31,Tomáš Satoranský
1274,2017,WAS,30,Mike Scott
1275,2017,WAS,9,Ramon Sessions
1276,2017,WAS,14,Jason Smith
1277,2017,WAS,2,John Wall
1278,2017,DET,22,Avery Bradley
1279,2017,DET,25,Reggie Bullock
1280,2017,DET,20,Dwight Buycks
1281,2017,DET,0,Andre Drummond
1282,2017,DET,8,Henry Ellenson
1283,2017,DET,33,James Ennis
1284,2017,DET,22,Kay Felder
1285,2017,DET,9,Langston Galloway
1286,2017,DET,23,Blake Griffin
1287,2017,DET,34,Tobias Harris
1288,2017,DET,38,Reggie Hearn
1289,2017,DET,1,Reggie Jackson
1290,2017,DET,7,Stanley Johnson
1291,2017,DET,5,Luke Kennard
1292,2017,DET,30,Jon Leuer
1293,2017,DET,51,Boban Marjanović
1294,2017,DET,44,Luis Montero
1295,2017,DET,24,Eric Moreland
1296,2017,DET,41,Jameer Nelson
1297,2017,DET,33,Willie Reed
1298,2017,DET,14,Ish Smith
1299,2017,DET,43,Anthony Tolliver
1300,2017,CHO,7,Dwayne Bacon
1301,2017,CHO,5,Nicolas Batum
1302,2017,CHO,10,Michael Carter-Williams
1303,2017,CHO,21,Treveon Graham
1304,2017,CHO,41,Willy Hernangómez
1305,2017,CHO,12,Dwight Howard
1306,2017,CHO,44,Frank Kaminsky
1307,2017,CHO,14,Michael Kidd-Gilchrist
1308,2017,CHO,3,Jeremy Lamb
1309,2017,CHO,9,Mangok Mathiang
1310,2017,CHO,1,Malik Monk
1311,2017,CHO,8,Johnny O'Bryant
1312,2017,CHO,4,Marcus Paige
1313,2017,CHO,32,Julyan Stone
1314,2017,CHO,15,Kemba Walker
1315,2017,CHO,2,Marvin Williams
1316,2017,CHO,40,Cody Zeller
1317,2017,NYK,31,Ron Baker
1318,2017,NYK,8,Michael Beasley
1319,2017,NYK,23,Trey Burke
1320,2017,NYK,21,Damyean Dotson
1321,2017,NYK,3,Tim Hardaway
1322,2017,NYK,14,Willy Hernangómez
1323,2017,NYK,4,Isaiah Hicks
1324,2017,NYK,55,Jarrett Jack
1325,2017,NYK,00,Enes Kanter
1326,2017,NYK,2,Luke Kornet
1327,2017,NYK,91,Mindaugas Kuzminskas
1328,2017,NYK,5,Courtney Lee
1329,2017,NYK,20,Doug McDermott
1330,2017,NYK,1,Emmanuel Mudiay
1331,2017,NYK,13,Joakim Noah
1332,2017,NYK,11,Frank Ntilikina
1333,2017,NYK,9,Kyle O'Quinn
1334,2017,NYK,6,Kristaps Porziņģis
1335,2017,NYK,1,Ramon Sessions
1336,2017,NYK,42,Lance Thomas
1337,2017,NYK,0,Troy Williams
1338,2017,BRK,13,Quincy Acy
1339,2017,BRK,31,Jarrett Allen
1340,2017,BRK,35,Trevor Booker
1341,2017,BRK,9,DeMarre Carroll
1342,2017,BRK,33,Allen Crabbe
1343,2017,BRK,44,Dante Cunningham
1344,2017,BRK,8,Spencer Dinwiddie
1345,2017,BRK,14,Milton Doyle
1346,2017,BRK,12,Joe Harris
1347,2017,BRK,24,Rondae Hollis-Jefferson
1348,2017,BRK,6,Sean Kilpatrick
1349,2017,BRK,22,Caris LeVert
1350,2017,BRK,7,Jeremy Lin
1351,2017,BRK,20,Timofey Mozgov
1352,2017,BRK,4,Jahlil Okafor
1353,2017,BRK,1,D'Angelo Russell
1354,2017,BRK,2,Nik Stauskas
1355,2017,BRK,17,Rashad Vaughn
1356,2017,BRK,0,James Webb
1357,2017,BRK,15,Isaiah Whitehead
1358,2017,BRK,21,Jacob Wiley
1359,2017,BRK,44,Tyler Zeller
1360,2017,CHI,15,Ryan Arcidiacono
1361,2017,CHI,3,Ömer Aşık
1362,2017,CHI,9,Antonio Blakeney
1363,2017,CHI,32,Kris Dunn
1364,2017,CHI,31,Jarell Eddie
1365,2017,CHI,3,Kay Felder
1366,2017,CHI,6,Cristiano Felício
1367,2017,CHI,2,Jerian Grant
1368,2017,CHI,7,Justin Holiday
1369,2017,CHI,0,Sean Kilpatrick
1370,2017,CHI,8,Zach LaVine
1371,2017,CHI,42,Robin Lopez
1372,2017,CHI,24,Lauri Markkanen
1373,2017,CHI,44,Nikola Mirotić
1374,2017,CHI,11,David Nwaba
1375,2017,CHI,22,Cameron Payne
1376,2017,CHI,20,Quincy Pondexter
1377,2017,CHI,5,Bobby Portis
1378,2017,CHI,45,Denzel Valentine
1379,2017,CHI,30,Noah Vonleh
1380,2017,CHI,16,Paul Zipser
1381,2017,ORL,4,Arron Afflalo
1382,2017,ORL,0,Jamel Artis
1383,2017,ORL,14,D.J. Augustin
1384,2017,ORL,24,Khem Birch
1385,2017,ORL,11,Bismack Biyombo
1386,2017,ORL,10,Evan Fournier
1387,2017,ORL,00,Aaron Gordon
1388,2017,ORL,8,Mario Hezonja
